,FuzzyPatternClassifier,FuzzyPatternClassifierGA,FuzzyPatternClassifierGA_std,FuzzyPatternClassifier_std,FuzzyPatternTreeClassifier,FuzzyPatternTreeClassifier_std,FuzzyPatternTreeTopDownClassifier,FuzzyPatternTreeTopDownClassifier_std,FuzzyReductionRuleClassifier,FuzzyReductionRuleClassifier_std,MultimodalEvolutionaryClassifier,MultimodalEvolutionaryClassifier_std,NSFS_KBF,NSFS_KBF_std,NSFS_NS,NSFS_NS_std,dimension,knn,knn_std,svmRBF,svmRBF_std
0,0.8600000000000001,0.8400000000000001,0.03999999999999998,0.06,0.8400000000000001,0.03999999999999998,0.8400000000000001,0.03999999999999998,0.8,0.08000000000000002,0.9199999999999999,0.03999999999999998,0.42000000000000004,0.0979795897113271,0.4999999999999999,0.25298221281347033,2,0.82,0.11661903789690603,0.4600000000000001,0.13564659966250533
