,FuzzyPatternClassifier,FuzzyPatternClassifierGA,FuzzyPatternClassifierGA_std,FuzzyPatternClassifier_std,FuzzyPatternTreeClassifier,FuzzyPatternTreeClassifier_std,FuzzyPatternTreeTopDownClassifier,FuzzyPatternTreeTopDownClassifier_std,FuzzyReductionRuleClassifier,FuzzyReductionRuleClassifier_std,MultimodalEvolutionaryClassifier,MultimodalEvolutionaryClassifier_std,NSFS_KBF,NSFS_KBF_std,NSFS_KBF_symmetric,NSFS_KBF_symmetric_std,NSFS_NS,NSFS_NS_std,dimension,knn,knn_std,svmRBF,svmRBF_std
0,0.8,0.76,0.07999999999999996,0.0,0.9199999999999999,0.08000000000000002,0.9199999999999999,0.08000000000000002,0.9,0.020000000000000018,0.8200000000000001,0.06,0.74,0.1854723699099141,0.9,0.10954451150103324,0.8400000000000001,0.1854723699099141,2,0.9200000000000002,0.0748331477354788,0.5599999999999999,0.07999999999999999
